invoice,customer_id,product_id,invoice_date,quantity,amount,region
INV065481,C0023,P010,2024-12-08,12,46824,South
INV065482,C0160,P006,2025-05-31,15,60420,West
INV065483,C0075,P005,2025-03-13,1,2609,South
INV065484,C0456,P020,2023-01-18,8,31632,West
INV065485,C0387,P009,2024-12-28,10,31800,South
INV065486,C0324,P017,2023-07-16,20,68880,West
INV065487,C0493,P016,2023-04-15,7,15820,North
INV065488,C0448,P007,2024-06-06,14,48034,West
INV065489,C0110,P019,2024-05-03,5,16825,West
INV065490,C0127,P015,2024-10-28,5,13530,North
INV065491,C0160,P011,2024-08-25,4,8908,South
INV065492,C0460,P006,2024-07-19,13,52364,South
INV065493,C0066,P005,2024-01-27,14,36526,East
INV065494,C0324,P010,2024-07-10,11,42922,West
INV065495,C0041,P006,2023-09-06,3,12084,South
INV065496,C0110,P005,2024-08-10,4,10436,West
INV065497,C0189,P004,2024-01-08,8,18432,East
INV065498,C0357,P015,2025-02-26,10,27060,South
INV065499,C0048,P009,2023-03-09,15,47700,North
INV065500,C0207,P003,2023-07-01,4,19256,South
INV065501,C0073,P011,2025-01-09,11,24497,South
INV065502,C0489,P006,2024-09-04,7,28196,East
INV065503,C0353,P014,2023-08-25,17,63903,South
INV065504,C0283,P010,2023-10-20,9,35118,East
INV065505,C0275,P016,2023-10-28,9,20340,East
INV065506,C0047,P012,2023-03-22,17,73797,West
INV065507,C0124,P005,2024-11-01,1,2609,South
INV065508,C0064,P003,2024-06-25,12,57768,East
INV065509,C0043,P010,2024-06-03,13,50726,West
INV065510,C0482,P002,2024-05-16,5,7860,South
INV065511,C0001,P007,2024-12-02,8,27448,East
INV065512,C0468,P003,2024-11-19,10,48140,West
INV065513,C0176,P020,2024-09-09,19,75126,South
INV065514,C0104,P019,2024-04-04,2,6730,West
INV065515,C0358,P002,2023-11-20,14,22008,North
INV065516,C0267,P008,2023-03-13,4,12308,East
INV065517,C0498,P009,2024-08-22,18,57240,West
INV065518,C0094,P016,2023-02-22,9,20340,East
INV065519,C0424,P003,2023-04-10,16,77024,South
INV065520,C0423,P008,2023-01-14,6,18462,West
INV065521,C0002,P016,2025-01-16,16,36160,South
INV065522,C0183,P016,2023-08-17,5,11300,South
INV065523,C0050,P013,2024-11-25,13,32604,West
INV065524,C0195,P003,2023-09-04,12,57768,South
INV065525,C0196,P004,2024-10-25,4,9216,North
INV065526,C0116,P008,2024-09-01,1,3077,North
INV065527,C0330,P017,2023-01-15,17,58548,South
INV065528,C0416,P005,2024-11-02,17,44353,East
INV065529,C0300,P017,2024-08-13,3,10332,North
INV065530,C0339,P001,2024-10-22,15,69870,East
INV065531,C0170,P001,2023-09-06,5,23290,West
INV065532,C0119,P015,2023-10-16,8,21648,West
INV065533,C0486,P017,2023-11-20,14,48216,South
INV065534,C0257,P001,2024-06-12,3,13974,West
INV065535,C0275,P020,2025-05-14,12,47448,South
INV065536,C0370,P003,2023-07-25,8,38512,South
INV065537,C0252,P006,2025-03-14,16,64448,South
INV065538,C0356,P019,2024-07-04,11,37015,West
INV065539,C0207,P004,2024-09-30,17,39168,South
INV065540,C0186,P020,2024-04-23,1,3954,East
INV065541,C0030,P011,2025-06-04,7,15589,North
INV065542,C0456,P013,2024-04-02,7,17556,North
INV065543,C0494,P009,2023-04-12,6,19080,South
INV065544,C0293,P001,2025-01-01,1,4658,East
INV065545,C0098,P013,2025-02-13,1,2508,East
INV065546,C0082,P005,2024-05-23,3,7827,South
INV065547,C0060,P014,2023-07-19,20,75180,West
INV065548,C0188,P004,2023-04-21,8,18432,North
INV065549,C0481,P010,2025-04-13,20,78040,North
INV065550,C0044,P003,2023-01-28,9,43326,East
INV065551,C0412,P017,2023-11-12,18,61992,North
INV065552,C0315,P004,2024-12-14,1,2304,West
INV065553,C0498,P014,2024-01-22,3,11277,North
INV065554,C0253,P020,2024-11-03,3,11862,East
INV065555,C0155,P008,2024-12-29,19,58463,South
INV065556,C0286,P014,2023-12-29,1,3759,East
INV065557,C0132,P013,2023-01-28,1,2508,North
INV065558,C0492,P003,2023-02-04,10,48140,North
INV065559,C0053,P011,2023-12-23,6,13362,East
INV065560,C0261,P006,2024-06-11,12,48336,South
INV065561,C0461,P016,2024-12-10,10,22600,East
INV065562,C0485,P008,2024-09-08,12,36924,West
INV065563,C0215,P010,2024-06-10,1,3902,East
INV065564,C0211,P016,2023-07-04,10,22600,North
INV065565,C0070,P012,2024-08-17,17,73797,North
INV065566,C0067,P005,2025-05-05,9,23481,West
INV065567,C0088,P005,2023-08-26,12,31308,North
INV065568,C0397,P020,2025-06-16,15,59310,East
INV065569,C0379,P006,2023-11-30,11,44308,North
INV065570,C0476,P009,2023-04-06,19,60420,South
INV065571,C0037,P017,2023-09-10,8,27552,South
INV065572,C0185,P004,2025-03-10,17,39168,East
INV065573,C0338,P007,2024-10-11,20,68620,South
INV065574,C0056,P018,2023-05-02,3,6261,South
INV065575,C0219,P018,2023-09-18,12,25044,West
INV065576,C0353,P006,2023-04-22,7,28196,North
INV065577,C0214,P007,2024-07-31,4,13724,North
INV065578,C0476,P002,2023-11-27,17,26724,East
INV065579,C0200,P004,2024-08-19,7,16128,South
INV065580,C0066,P018,2023-09-17,18,37566,West
INV065581,C0373,P020,2025-01-27,1,3954,South
INV065582,C0310,P014,2023-01-02,14,52626,South
INV065583,C0399,P014,2024-01-01,7,26313,South
INV065584,C0167,P010,2024-04-10,13,50726,East
INV065585,C0185,P016,2024-03-09,10,22600,East
INV065586,C0375,P014,2023-11-18,19,71421,East
INV065587,C0144,P001,2023-05-19,15,69870,West
INV065588,C0189,P006,2023-03-11,10,40280,East
INV065589,C0349,P014,2023-10-24,8,30072,South
INV065590,C0047,P013,2023-09-03,7,17556,West
INV065591,C0166,P015,2023-02-03,14,37884,East
INV065592,C0367,P005,2024-05-27,15,39135,North
INV065593,C0284,P019,2023-11-20,3,10095,West
INV065594,C0432,P011,2025-03-01,4,8908,East
INV065595,C0247,P008,2023-09-28,10,30770,South
INV065596,C0044,P003,2023-09-30,20,96280,East
INV065597,C0321,P001,2023-08-09,17,79186,East
INV065598,C0331,P010,2024-03-31,18,70236,North
INV065599,C0174,P010,2023-02-13,8,31216,South
INV065600,C0229,P018,2025-04-13,19,39653,West
INV065601,C0289,P002,2023-01-29,11,17292,South
INV065602,C0348,P001,2024-01-30,16,74528,East
INV065603,C0164,P009,2024-12-31,9,28620,South
INV065604,C0138,P018,2024-11-18,20,41740,East
INV065605,C0111,P009,2024-01-09,19,60420,East
INV065606,C0382,P012,2024-01-14,14,60774,West
INV065607,C0401,P008,2023-07-27,20,61540,North
INV065608,C0397,P016,2025-05-06,7,15820,West
INV065609,C0320,P007,2023-07-10,3,10293,East
INV065610,C0010,P013,2025-03-20,9,22572,South
INV065611,C0366,P015,2025-05-17,1,2706,East
INV065612,C0274,P013,2023-01-28,18,45144,West
INV065613,C0318,P012,2024-06-20,4,17364,North
INV065614,C0363,P005,2025-05-05,10,26090,West
INV065615,C0469,P002,2024-01-25,14,22008,South
INV065616,C0217,P002,2024-04-09,8,12576,East
INV065617,C0137,P001,2025-01-27,9,41922,North
INV065618,C0055,P008,2024-09-14,13,40001,West
INV065619,C0225,P001,2023-01-28,5,23290,East
INV065620,C0493,P018,2023-03-24,20,41740,East
INV065621,C0326,P011,2024-11-23,2,4454,North
INV065622,C0185,P001,2024-02-23,15,69870,South
INV065623,C0327,P019,2023-11-26,5,16825,South
INV065624,C0195,P006,2024-12-22,16,64448,South
INV065625,C0310,P007,2023-06-22,1,3431,East
INV065626,C0133,P018,2023-02-25,8,16696,South
INV065627,C0159,P004,2024-06-19,19,43776,West
INV065628,C0062,P003,2024-01-05,10,48140,North
INV065629,C0006,P002,2023-01-04,14,22008,North
INV065630,C0299,P007,2023-07-10,6,20586,South
INV065631,C0175,P008,2024-02-29,20,61540,East
INV065632,C0309,P019,2025-06-11,1,3365,South
INV065633,C0233,P002,2025-05-17,12,18864,North
INV065634,C0108,P020,2023-01-04,2,7908,East
INV065635,C0129,P010,2023-12-07,1,3902,North
INV065636,C0324,P020,2025-03-30,19,75126,North
INV065637,C0152,P007,2023-02-09,14,48034,East
INV065638,C0352,P011,2024-07-20,13,28951,West
INV065639,C0137,P012,2024-08-21,15,65115,West
INV065640,C0170,P018,2025-03-26,15,31305,East
INV065641,C0310,P020,2024-02-29,17,67218,South
INV065642,C0110,P006,2025-04-12,4,16112,North
INV065643,C0150,P010,2023-08-05,1,3902,South
INV065644,C0198,P010,2024-08-07,6,23412,South
INV065645,C0032,P015,2025-05-03,11,29766,West
INV065646,C0064,P006,2025-01-24,11,44308,South
INV065647,C0110,P018,2024-02-06,16,33392,West
INV065648,C0234,P004,2023-12-25,12,27648,South
INV065649,C0053,P006,2023-01-25,8,32224,West
INV065650,C0283,P018,2024-05-16,17,35479,West
INV065651,C0247,P004,2024-07-08,16,36864,North
INV065652,C0062,P008,2024-02-10,20,61540,East
INV065653,C0146,P018,2024-04-08,6,12522,East
INV065654,C0298,P007,2024-12-04,9,30879,West
INV065655,C0098,P014,2025-03-03,17,63903,North
INV065656,C0492,P011,2024-07-18,14,31178,East
INV065657,C0293,P014,2024-04-26,17,63903,North
INV065658,C0062,P020,2023-02-22,4,15816,East
INV065659,C0052,P012,2024-07-05,18,78138,South
INV065660,C0433,P002,2024-10-03,9,14148,East
INV065661,C0022,P007,2024-01-23,6,20586,North
INV065662,C0191,P006,2023-01-12,10,40280,East
INV065663,C0155,P003,2023-01-10,1,4814,West
INV065664,C0336,P007,2025-03-14,14,48034,East
INV065665,C0364,P017,2023-04-07,4,13776,North
INV065666,C0428,P009,2025-03-08,17,54060,East
INV065667,C0214,P010,2025-01-03,2,7804,South
INV065668,C0350,P001,2024-02-24,13,60554,North
INV065669,C0166,P018,2025-04-29,16,33392,West
INV065670,C0077,P018,2024-02-14,5,10435,North
INV065671,C0439,P011,2024-12-19,2,4454,South
INV065672,C0372,P016,2023-06-14,7,15820,West
INV065673,C0044,P018,2024-12-26,16,33392,South
INV065674,C0315,P020,2025-04-29,9,35586,West
INV065675,C0080,P003,2024-03-20,17,81838,West
INV065676,C0058,P003,2024-06-20,1,4814,South
INV065677,C0414,P004,2023-11-06,5,11520,South
INV065678,C0002,P016,2023-03-08,3,6780,South
INV065679,C0451,P008,2023-10-31,6,18462,North
INV065680,C0239,P018,2023-05-14,18,37566,West
INV065681,C0421,P012,2024-08-22,5,21705,East
INV065682,C0341,P020,2025-06-14,2,7908,East
INV065683,C0084,P004,2023-06-03,13,29952,West
INV065684,C0237,P005,2024-07-22,16,41744,East
INV065685,C0038,P005,2023-09-13,12,31308,West
INV065686,C0211,P018,2024-03-19,4,8348,East
INV065687,C0372,P018,2023-11-04,10,20870,East
INV065688,C0387,P006,2023-05-11,8,32224,North
INV065689,C0434,P014,2024-06-13,17,63903,West
INV065690,C0463,P006,2024-09-18,10,40280,North
INV065691,C0214,P019,2024-07-07,6,20190,North
INV065692,C0357,P002,2024-06-11,3,4716,South
INV065693,C0227,P016,2023-07-06,15,33900,North
INV065694,C0301,P005,2023-07-02,19,49571,East
INV065695,C0354,P019,2024-03-29,9,30285,East
INV065696,C0063,P002,2024-02-12,19,29868,North
INV065697,C0092,P013,2024-05-14,4,10032,North
INV065698,C0222,P017,2025-03-29,2,6888,East
INV065699,C0207,P020,2025-02-23,19,75126,South
INV065700,C0415,P008,2024-11-02,8,24616,North
INV065701,C0284,P017,2024-03-29,1,3444,West
INV065702,C0057,P006,2024-04-03,8,32224,North
INV065703,C0126,P002,2025-01-30,18,28296,West
INV065704,C0116,P007,2024-05-10,3,10293,West
INV065705,C0066,P005,2024-06-24,3,7827,South
INV065706,C0342,P015,2023-04-15,8,21648,West
INV065707,C0488,P012,2023-02-09,20,86820,South
INV065708,C0494,P018,2025-06-01,16,33392,West
INV065709,C0227,P002,2024-07-23,5,7860,East
INV065710,C0195,P010,2023-07-06,17,66334,North
INV065711,C0299,P009,2024-11-29,4,12720,North
INV065712,C0093,P012,2023-03-09,11,47751,West
INV065713,C0216,P018,2024-02-10,20,41740,South
INV065714,C0079,P014,2023-09-25,11,41349,West
INV065715,C0219,P008,2023-05-08,6,18462,West
INV065716,C0400,P012,2023-03-28,8,34728,West
INV065717,C0255,P001,2025-04-12,15,69870,South
INV065718,C0460,P015,2024-11-16,18,48708,West
INV065719,C0103,P007,2024-06-24,4,13724,East
INV065720,C0350,P016,2025-02-21,18,40680,West
INV065721,C0428,P007,2025-02-27,11,37741,East
INV065722,C0236,P002,2024-06-19,7,11004,North
INV065723,C0447,P010,2023-03-13,10,39020,East
INV065724,C0491,P009,2025-01-19,9,28620,East
INV065725,C0288,P009,2023-10-30,14,44520,West
INV065726,C0058,P008,2023-01-26,3,9231,South
INV065727,C0108,P009,2023-11-14,15,47700,South
INV065728,C0253,P007,2024-10-25,17,58327,East
INV065729,C0345,P012,2024-08-10,17,73797,East
INV065730,C0317,P018,2023-12-22,15,31305,West
INV065731,C0268,P012,2025-02-22,10,43410,South
INV065732,C0158,P014,2025-02-27,4,15036,West
INV065733,C0359,P008,2024-07-17,3,9231,North
INV065734,C0136,P002,2024-12-31,13,20436,South
INV065735,C0439,P013,2025-05-17,3,7524,East
INV065736,C0408,P008,2025-05-28,18,55386,North
INV065737,C0369,P006,2023-05-11,5,20140,West
INV065738,C0467,P017,2024-08-21,11,37884,West
INV065739,C0129,P008,2024-01-06,10,30770,South
INV065740,C0430,P015,2023-01-26,11,29766,North
INV065741,C0249,P007,2025-04-04,8,27448,South
INV065742,C0300,P007,2023-05-26,14,48034,South
INV065743,C0238,P007,2023-01-20,3,10293,West
INV065744,C0288,P005,2024-01-03,16,41744,East
INV065745,C0005,P020,2023-06-01,4,15816,West
INV065746,C0094,P001,2024-01-06,13,60554,West
INV065747,C0459,P007,2023-10-08,7,24017,West
INV065748,C0367,P010,2023-09-21,13,50726,South
INV065749,C0201,P019,2024-03-22,6,20190,North
INV065750,C0433,P019,2024-11-20,7,23555,North
INV065751,C0332,P010,2024-04-28,1,3902,East
INV065752,C0101,P007,2025-02-17,13,44603,East
INV065753,C0491,P011,2023-01-12,16,35632,South
INV065754,C0500,P020,2025-06-17,10,39540,West
INV065755,C0023,P006,2024-09-17,14,56392,East
INV065756,C0448,P010,2024-09-15,5,19510,North
INV065757,C0294,P012,2025-03-09,2,8682,South
INV065758,C0249,P002,2024-12-15,2,3144,North
INV065759,C0056,P001,2024-03-08,20,93160,East
INV065760,C0259,P015,2024-03-28,8,21648,West
INV065761,C0187,P016,2024-11-16,9,20340,West
INV065762,C0014,P008,2023-11-04,8,24616,North
INV065763,C0320,P005,2023-02-23,16,41744,South
INV065764,C0120,P006,2024-07-28,12,48336,East
INV065765,C0483,P006,2024-07-09,20,80560,South
INV065766,C0220,P005,2023-04-15,4,10436,North
INV065767,C0338,P009,2024-01-20,18,57240,North
INV065768,C0128,P005,2023-09-10,18,46962,East
INV065769,C0056,P001,2023-07-19,14,65212,North
INV065770,C0196,P014,2025-05-30,17,63903,East
INV065771,C0068,P005,2025-03-02,7,18263,North
INV065772,C0136,P009,2024-04-21,12,38160,North
INV065773,C0056,P002,2023-04-21,19,29868,North
INV065774,C0099,P015,2023-06-03,8,21648,North
INV065775,C0128,P005,2024-07-20,9,23481,South
INV065776,C0074,P014,2025-04-03,13,48867,East
INV065777,C0362,P002,2023-09-04,17,26724,North
INV065778,C0007,P007,2025-03-28,11,37741,North
INV065779,C0272,P005,2024-07-03,16,41744,West
INV065780,C0317,P006,2023-12-14,11,44308,West
INV065781,C0428,P001,2025-03-27,19,88502,East
INV065782,C0371,P020,2023-01-01,20,79080,South
INV065783,C0104,P016,2023-11-20,5,11300,West
INV065784,C0288,P020,2023-05-14,10,39540,South
INV065785,C0324,P018,2025-03-02,12,25044,North
INV065786,C0156,P014,2023-05-03,8,30072,North
INV065787,C0093,P012,2024-06-24,15,65115,East
INV065788,C0286,P016,2023-10-15,11,24860,North
INV065789,C0448,P017,2024-07-21,14,48216,North
INV065790,C0104,P020,2024-07-07,2,7908,East
INV065791,C0487,P016,2023-09-03,9,20340,West
INV065792,C0373,P018,2024-06-06,7,14609,East
INV065793,C0203,P019,2023-06-17,13,43745,North
INV065794,C0393,P019,2025-03-02,12,40380,South
INV065795,C0291,P011,2023-03-14,17,37859,South
INV065796,C0405,P010,2024-02-03,16,62432,East
INV065797,C0173,P001,2025-03-28,13,60554,East
INV065798,C0218,P019,2024-12-01,20,67300,South
INV065799,C0112,P019,2023-06-15,11,37015,West
INV065800,C0320,P008,2023-09-22,2,6154,East
INV065801,C0458,P003,2023-04-25,18,86652,East
INV065802,C0364,P016,2025-06-18,3,6780,North
INV065803,C0346,P007,2023-03-27,18,61758,East
INV065804,C0189,P013,2024-05-22,13,32604,East
INV065805,C0268,P006,2024-06-18,1,4028,North
INV065806,C0311,P019,2025-04-20,6,20190,East
INV065807,C0260,P007,2023-10-20,15,51465,South
INV065808,C0312,P006,2024-03-11,17,68476,East
INV065809,C0059,P013,2023-09-11,1,2508,South
INV065810,C0380,P001,2023-06-08,19,88502,West
INV065811,C0373,P016,2024-01-21,12,27120,South
INV065812,C0313,P009,2024-07-07,9,28620,South
INV065813,C0320,P011,2023-07-22,14,31178,West
INV065814,C0312,P011,2024-04-15,13,28951,West
INV065815,C0350,P014,2023-03-13,7,26313,East
INV065816,C0127,P014,2025-05-15,6,22554,North
INV065817,C0047,P017,2024-04-24,12,41328,North
INV065818,C0498,P004,2025-01-25,2,4608,North
INV065819,C0109,P003,2023-04-13,10,48140,West
INV065820,C0456,P006,2023-12-15,12,48336,South
INV065821,C0060,P009,2023-07-30,15,47700,East
INV065822,C0462,P004,2024-07-18,9,20736,South
INV065823,C0406,P015,2025-05-24,9,24354,East
INV065824,C0360,P009,2025-01-11,14,44520,South
INV065825,C0245,P005,2025-05-23,20,52180,East
INV065826,C0460,P006,2024-12-13,15,60420,West
INV065827,C0056,P010,2024-08-22,19,74138,East
INV065828,C0004,P003,2023-04-14,11,52954,East
INV065829,C0228,P015,2025-05-12,19,51414,East
INV065830,C0120,P012,2025-02-26,9,39069,West
INV065831,C0182,P019,2024-04-16,15,50475,North
INV065832,C0435,P006,2024-05-27,17,68476,South
INV065833,C0003,P020,2025-02-05,17,67218,East
INV065834,C0124,P017,2023-09-28,20,68880,South
INV065835,C0284,P002,2025-04-10,10,15720,North
INV065836,C0001,P004,2023-03-02,13,29952,West
INV065837,C0060,P020,2024-10-12,3,11862,West
INV065838,C0242,P007,2025-01-19,1,3431,South
INV065839,C0385,P011,2025-04-27,4,8908,South
INV065840,C0245,P012,2023-12-30,13,56433,East
INV065841,C0203,P003,2025-05-16,13,62582,East
INV065842,C0171,P005,2025-02-02,17,44353,North
INV065843,C0390,P002,2025-05-31,10,15720,South
INV065844,C0003,P001,2023-11-06,11,51238,West
INV065845,C0215,P009,2025-05-17,19,60420,East
INV065846,C0020,P008,2023-06-22,2,6154,South
INV065847,C0212,P012,2023-10-06,3,13023,East
INV065848,C0160,P003,2024-05-18,1,4814,North
INV065849,C0453,P020,2024-05-24,2,7908,East
INV065850,C0297,P015,2024-07-06,8,21648,South
INV065851,C0282,P014,2025-06-19,6,22554,North
INV065852,C0456,P004,2025-02-05,12,27648,East
INV065853,C0379,P003,2023-08-02,10,48140,West
INV065854,C0004,P013,2023-06-05,7,17556,North
INV065855,C0332,P013,2023-09-30,12,30096,South
INV065856,C0025,P002,2024-06-21,14,22008,West
INV065857,C0498,P013,2024-05-28,10,25080,West
INV065858,C0388,P020,2024-10-26,15,59310,North
INV065859,C0247,P009,2023-07-13,7,22260,West
INV065860,C0305,P016,2023-12-02,3,6780,South
INV065861,C0470,P009,2023-08-06,16,50880,West
INV065862,C0126,P014,2024-10-25,9,33831,South
INV065863,C0049,P014,2023-08-23,19,71421,West
INV065864,C0392,P003,2023-12-17,15,72210,North
INV065865,C0164,P005,2024-07-16,6,15654,East
INV065866,C0400,P007,2023-11-18,16,54896,West
INV065867,C0190,P012,2024-08-31,17,73797,West
INV065868,C0108,P010,2023-08-19,1,3902,North
INV065869,C0007,P006,2024-02-13,2,8056,East
INV065870,C0500,P005,2024-07-31,7,18263,East
INV065871,C0179,P007,2025-01-27,14,48034,West
INV065872,C0375,P013,2023-03-27,7,17556,West
INV065873,C0174,P017,2024-08-28,3,10332,North
INV065874,C0474,P015,2024-03-29,2,5412,North
INV065875,C0043,P013,2023-08-26,14,35112,East
INV065876,C0059,P014,2023-04-23,8,30072,North
INV065877,C0009,P013,2024-10-22,13,32604,South
INV065878,C0123,P001,2023-12-17,11,51238,South
INV065879,C0108,P019,2023-09-17,15,50475,West
INV065880,C0450,P010,2023-07-17,20,78040,South
INV065881,C0326,P002,2024-12-26,5,7860,North
INV065882,C0211,P010,2024-03-26,11,42922,South
INV065883,C0171,P012,2024-09-17,3,13023,West
INV065884,C0326,P006,2023-04-13,13,52364,South
INV065885,C0440,P019,2024-03-21,15,50475,North
INV065886,C0350,P013,2023-07-27,5,12540,West
INV065887,C0457,P020,2024-09-06,16,63264,West
INV065888,C0229,P005,2024-12-25,7,18263,South
INV065889,C0116,P007,2024-01-16,17,58327,West
INV065890,C0172,P012,2025-04-26,1,4341,East
INV065891,C0462,P001,2023-01-17,4,18632,South
INV065892,C0454,P016,2023-02-02,14,31640,North
INV065893,C0399,P019,2025-04-30,4,13460,East
INV065894,C0238,P007,2024-02-16,18,61758,South
INV065895,C0223,P017,2024-08-20,10,34440,West
INV065896,C0224,P001,2023-06-11,10,46580,East
INV065897,C0102,P006,2024-07-14,3,12084,North
INV065898,C0369,P003,2024-02-21,9,43326,West
INV065899,C0157,P017,2023-03-22,14,48216,South
INV065900,C0409,P012,2023-06-17,13,56433,West
INV065901,C0096,P018,2025-01-24,20,41740,West
INV065902,C0449,P014,2024-01-30,12,45108,West
INV065903,C0229,P020,2023-06-20,17,67218,East
INV065904,C0090,P014,2025-03-23,10,37590,North
INV065905,C0197,P017,2024-02-26,8,27552,South
INV065906,C0361,P019,2024-11-01,6,20190,South
INV065907,C0084,P018,2023-03-04,9,18783,West
INV065908,C0351,P019,2025-02-19,8,26920,East
INV065909,C0409,P012,2024-10-30,8,34728,North
INV065910,C0165,P016,2023-05-27,12,27120,West
INV065911,C0483,P004,2024-02-26,5,11520,South
INV065912,C0457,P016,2024-01-29,8,18080,West
INV065913,C0155,P007,2024-11-04,8,27448,North
INV065914,C0216,P019,2023-06-22,3,10095,South
INV065915,C0378,P014,2023-11-01,17,63903,North
INV065916,C0063,P008,2024-12-03,15,46155,North
INV065917,C0427,P012,2024-04-24,18,78138,West
INV065918,C0133,P013,2024-12-22,17,42636,East
INV065919,C0008,P003,2025-02-25,8,38512,South
INV065920,C0497,P019,2024-03-30,17,57205,South
INV065921,C0314,P013,2024-04-18,10,25080,West
INV065922,C0363,P010,2023-01-02,8,31216,East
INV065923,C0006,P001,2023-11-06,7,32606,East
INV065924,C0149,P011,2025-03-23,4,8908,East
INV065925,C0037,P007,2024-04-19,7,24017,East
INV065926,C0118,P018,2024-08-14,9,18783,East
INV065927,C0096,P015,2023-01-27,10,27060,South
INV065928,C0201,P015,2024-04-05,17,46002,North
INV065929,C0301,P010,2024-05-20,4,15608,South
INV065930,C0479,P003,2025-03-13,8,38512,South
INV065931,C0050,P020,2023-08-04,17,67218,South
INV065932,C0040,P009,2023-10-08,12,38160,East
INV065933,C0188,P017,2023-10-17,6,20664,East
INV065934,C0226,P009,2024-06-16,1,3180,South
INV065935,C0251,P006,2025-02-26,18,72504,South
INV065936,C0324,P001,2023-09-13,13,60554,East
INV065937,C0078,P007,2023-02-04,5,17155,North
INV065938,C0288,P003,2023-12-07,17,81838,North
INV065939,C0074,P003,2023-05-09,20,96280,South
INV065940,C0305,P020,2025-05-05,14,55356,South
INV065941,C0235,P009,2024-05-25,5,15900,South
INV065942,C0308,P016,2024-02-16,4,9040,South
INV065943,C0290,P013,2025-04-12,3,7524,North
INV065944,C0424,P007,2025-06-15,19,65189,West
INV065945,C0042,P010,2025-03-06,5,19510,South
INV065946,C0189,P019,2023-06-30,8,26920,West
INV065947,C0237,P003,2023-09-19,5,24070,West
INV065948,C0141,P017,2024-04-09,12,41328,West
INV065949,C0231,P018,2023-09-21,7,14609,West
INV065950,C0421,P001,2024-08-25,13,60554,East
INV065951,C0120,P010,2023-04-27,8,31216,East
INV065952,C0202,P002,2024-09-02,5,7860,East
INV065953,C0410,P017,2023-11-13,4,13776,South
INV065954,C0204,P018,2023-11-28,7,14609,East
INV065955,C0446,P015,2025-05-21,18,48708,North
INV065956,C0473,P007,2025-01-12,7,24017,East
INV065957,C0425,P005,2023-10-14,13,33917,North
INV065958,C0353,P018,2024-09-15,18,37566,South
INV065959,C0297,P006,2024-11-17,19,76532,North
INV065960,C0161,P020,2023-02-16,4,15816,North
INV065961,C0231,P015,2025-05-24,6,16236,North
INV065962,C0369,P018,2024-08-19,6,12522,North
INV065963,C0208,P015,2024-12-15,7,18942,South
INV065964,C0205,P004,2024-04-16,7,16128,East
INV065965,C0384,P007,2025-05-16,13,44603,North
INV065966,C0483,P005,2024-12-11,6,15654,West
INV065967,C0095,P004,2024-05-20,5,11520,East
INV065968,C0435,P020,2024-10-11,15,59310,South
INV065969,C0343,P010,2024-01-14,8,31216,South
INV065970,C0362,P013,2025-02-18,10,25080,East
INV065971,C0031,P008,2023-03-21,4,12308,North
INV065972,C0149,P012,2023-08-29,20,86820,North
INV065973,C0479,P003,2023-12-04,2,9628,East
INV065974,C0032,P011,2025-01-10,11,24497,East
INV065975,C0066,P001,2025-03-28,16,74528,North
INV065976,C0222,P009,2024-01-27,6,19080,West
INV065977,C0174,P017,2023-03-18,2,6888,North
INV065978,C0029,P014,2023-02-09,8,30072,West
INV065979,C0004,P005,2024-10-12,11,28699,East
INV065980,C0136,P015,2025-02-20,14,37884,East
INV065981,C0247,P009,2023-03-01,7,22260,West
INV065982,C0433,P008,2025-01-29,6,18462,North
INV065983,C0255,P009,2025-02-23,1,3180,North
INV065984,C0258,P012,2024-03-31,10,43410,West
INV065985,C0485,P003,2024-11-02,7,33698,East
INV065986,C0288,P002,2024-06-14,14,22008,West
INV065987,C0036,P002,2025-01-03,15,23580,East
INV065988,C0293,P006,2024-04-26,5,20140,South
INV065989,C0176,P006,2025-05-20,18,72504,East
INV065990,C0219,P016,2023-11-21,13,29380,East
INV065991,C0233,P019,2025-03-10,16,53840,East
INV065992,C0287,P008,2025-05-19,20,61540,East
INV065993,C0407,P014,2024-05-13,17,63903,East
INV065994,C0154,P003,2025-05-22,14,67396,North
INV065995,C0203,P013,2024-04-21,18,45144,South
INV065996,C0467,P019,2023-12-30,7,23555,North
INV065997,C0415,P019,2023-09-14,2,6730,North
INV065998,C0038,P001,2023-09-02,12,55896,West
INV065999,C0282,P013,2024-06-07,13,32604,South
INV066000,C0129,P005,2025-03-11,19,49571,North
INV066001,C0412,P012,2023-05-06,16,69456,East
INV066002,C0025,P017,2023-10-08,15,51660,East
INV066003,C0234,P018,2024-12-02,10,20870,North
INV066004,C0239,P016,2024-03-19,8,18080,South
INV066005,C0464,P005,2023-03-26,17,44353,West
INV066006,C0364,P003,2023-06-05,16,77024,South
INV066007,C0098,P016,2023-10-07,19,42940,South
INV066008,C0200,P019,2025-03-14,19,63935,South
INV066009,C0363,P004,2024-08-11,2,4608,North
INV066010,C0430,P004,2024-03-09,20,46080,North
INV066011,C0492,P019,2023-06-16,20,67300,North
INV066012,C0190,P004,2025-05-24,18,41472,South
INV066013,C0143,P013,2024-02-02,16,40128,East
INV066014,C0057,P012,2025-03-15,4,17364,West
INV066015,C0211,P008,2023-08-18,18,55386,East
INV066016,C0203,P002,2023-09-15,20,31440,North
INV066017,C0375,P009,2024-02-13,10,31800,East
