ticket_id,customer_id,priority,status,created
T02510,C0481,Medium,Closed,2025-01-06
T02511,C0454,High,In Progress,2025-04-26
T02512,C0155,High,In Progress,2025-01-01
T02513,C0363,Medium,Open,2025-05-16
T02514,C0266,Medium,In Progress,2025-02-12
T02515,C0422,High,In Progress,2025-03-22
T02516,C0427,Medium,Open,2025-05-15
T02517,C0191,Medium,In Progress,2025-03-10
T02518,C0417,Medium,Open,2025-04-29
T02519,C0402,Medium,Open,2025-01-23
T02520,C0217,Low,Open,2025-02-17
T02521,C0231,High,In Progress,2025-05-09
T02522,C0474,High,In Progress,2025-04-06
T02523,C0122,Medium,In Progress,2025-05-20
T02524,C0109,Low,In Progress,2025-06-14
T02525,C0125,Low,In Progress,2025-06-07
T02526,C0044,High,Open,2025-06-26
T02527,C0315,Low,Closed,2025-02-12
T02528,C0027,Low,In Progress,2025-02-05
T02529,C0126,Medium,Closed,2025-06-19
T02530,C0224,Medium,In Progress,2025-03-19
T02531,C0246,Low,Closed,2025-06-12
T02532,C0218,High,Open,2025-04-22
T02533,C0382,High,Open,2025-01-01
T02534,C0482,High,Closed,2025-02-07
T02535,C0161,Medium,Open,2025-06-20
T02536,C0246,Medium,Closed,2025-02-01
T02537,C0473,High,Closed,2025-03-26
T02538,C0230,Low,Open,2025-03-05
T02539,C0480,Low,In Progress,2025-02-08
T02540,C0235,Low,In Progress,2025-03-26
T02541,C0216,Medium,Open,2025-02-18
T02542,C0175,Medium,Closed,2025-05-05
T02543,C0493,Medium,In Progress,2025-01-13
T02544,C0122,High,In Progress,2025-03-26
T02545,C0214,Medium,Closed,2025-04-07
T02546,C0317,Low,Closed,2025-04-17
T02547,C0022,Low,Closed,2025-06-10
T02548,C0238,High,Closed,2025-04-04
T02549,C0114,Medium,Open,2025-05-30
T02550,C0238,High,Closed,2025-01-26
T02551,C0131,Medium,In Progress,2025-02-08
T02552,C0322,Medium,In Progress,2025-04-27
T02553,C0205,Medium,In Progress,2025-05-05
T02554,C0257,High,Closed,2025-01-20
T02555,C0097,Low,In Progress,2025-06-02
T02556,C0071,Low,Closed,2025-04-19
T02557,C0352,Medium,In Progress,2025-04-03
T02558,C0018,High,Closed,2025-04-19
T02559,C0084,High,Open,2025-05-22
T02560,C0454,High,Closed,2025-04-09
T02561,C0422,High,Closed,2025-01-29
T02562,C0194,Low,In Progress,2025-02-23
T02563,C0047,High,Closed,2025-03-27
T02564,C0131,Low,Closed,2025-02-05
T02565,C0064,Medium,Closed,2025-05-31
T02566,C0108,Low,Open,2025-01-15
T02567,C0201,High,In Progress,2025-01-03
T02568,C0486,Low,Open,2025-01-12
T02569,C0173,Medium,In Progress,2025-06-30
T02570,C0495,Low,In Progress,2025-05-08
T02571,C0197,High,Closed,2025-03-14
T02572,C0266,Medium,In Progress,2025-02-18
T02573,C0192,Low,Closed,2025-03-04
T02574,C0109,High,In Progress,2025-05-05
T02575,C0230,High,Closed,2025-05-29
T02576,C0135,Low,Open,2025-02-06
T02577,C0376,Medium,In Progress,2025-05-01
T02578,C0310,High,Open,2025-02-02
T02579,C0422,Low,Closed,2025-05-10
T02580,C0434,High,Closed,2025-04-17
T02581,C0196,Medium,Open,2025-01-21
T02582,C0039,High,In Progress,2025-02-24
T02583,C0344,Medium,Open,2025-02-25
T02584,C0027,Medium,In Progress,2025-03-09
T02585,C0249,Medium,Open,2025-04-07
T02586,C0043,Low,In Progress,2025-02-13
T02587,C0184,Low,In Progress,2025-06-12
T02588,C0239,Medium,Closed,2025-05-20
T02589,C0206,Medium,In Progress,2025-03-06
T02590,C0286,Medium,In Progress,2025-06-09
T02591,C0151,High,Closed,2025-03-27
T02592,C0087,Low,In Progress,2025-01-10
T02593,C0416,Low,In Progress,2025-04-24
T02594,C0250,Medium,In Progress,2025-06-13
T02595,C0385,High,In Progress,2025-03-09
T02596,C0239,Medium,Open,2025-04-15
T02597,C0237,Medium,In Progress,2025-06-04
T02598,C0282,Medium,In Progress,2025-05-18
T02599,C0307,Low,Open,2025-03-26
T02600,C0021,Medium,Open,2025-04-11
T02601,C0190,Medium,Open,2025-04-23
T02602,C0181,High,Closed,2025-04-29
T02603,C0449,High,In Progress,2025-01-17
T02604,C0238,High,In Progress,2025-06-24
T02605,C0329,High,In Progress,2025-06-20
T02606,C0244,High,In Progress,2025-03-13
T02607,C0056,High,Closed,2025-01-17
T02608,C0197,Low,Closed,2025-05-15
T02609,C0006,Medium,In Progress,2025-03-11
T02610,C0403,High,Open,2025-04-09
T02611,C0114,Medium,In Progress,2025-05-25
T02612,C0100,High,Open,2025-05-26
T02613,C0283,Medium,Closed,2025-01-26
T02614,C0126,Low,Closed,2025-01-02
T02615,C0477,Low,Open,2025-01-08
T02616,C0388,Low,In Progress,2025-01-04
T02617,C0487,High,Closed,2025-05-17
T02618,C0016,Low,In Progress,2025-06-30
T02619,C0138,Low,In Progress,2025-04-05
T02620,C0203,Medium,Open,2025-06-13
T02621,C0163,Low,In Progress,2025-04-16
T02622,C0326,Medium,Open,2025-06-12
T02623,C0011,High,Closed,2025-06-07
T02624,C0242,High,In Progress,2025-01-23
T02625,C0382,Low,Closed,2025-03-20
T02626,C0325,Low,Open,2025-05-22
T02627,C0328,Low,Closed,2025-04-22
T02628,C0402,Medium,In Progress,2025-04-29
T02629,C0216,High,Closed,2025-06-29
T02630,C0244,Low,Closed,2025-03-31
T02631,C0281,Medium,Open,2025-01-13
T02632,C0356,High,Open,2025-05-05
T02633,C0330,Medium,In Progress,2025-01-11
T02634,C0054,Low,Open,2025-01-10
T02635,C0211,Medium,In Progress,2025-02-26
T02636,C0421,Medium,In Progress,2025-01-04
T02637,C0371,High,Open,2025-06-27
T02638,C0005,High,In Progress,2025-02-22
T02639,C0446,Medium,In Progress,2025-02-04
T02640,C0186,Low,Open,2025-04-02
T02641,C0467,High,In Progress,2025-02-18
T02642,C0124,High,Closed,2025-02-25
T02643,C0221,Low,Closed,2025-06-15
T02644,C0412,Low,Closed,2025-01-13
T02645,C0151,Low,Open,2025-02-09
T02646,C0495,Medium,In Progress,2025-05-15
T02647,C0240,Low,Open,2025-01-06
T02648,C0256,Medium,Closed,2025-06-13
T02649,C0224,Low,Open,2025-05-22
T02650,C0332,Low,In Progress,2025-05-31
T02651,C0229,Low,Closed,2025-03-01
T02652,C0012,Medium,In Progress,2025-05-06
T02653,C0410,Low,Closed,2025-02-09
T02654,C0179,High,In Progress,2025-01-11
T02655,C0021,High,Closed,2025-06-30
T02656,C0284,Medium,Closed,2025-02-05
T02657,C0490,Medium,Closed,2025-04-24
T02658,C0168,Low,In Progress,2025-05-17
T02659,C0402,Low,In Progress,2025-02-07
T02660,C0351,Medium,In Progress,2025-03-25
T02661,C0116,Low,Open,2025-02-02
T02662,C0421,High,Closed,2025-01-24
T02663,C0279,Medium,Closed,2025-04-15
T02664,C0447,High,Open,2025-03-02
T02665,C0275,Medium,Open,2025-03-21
T02666,C0449,Low,Closed,2025-02-22
T02667,C0429,Medium,Open,2025-02-15
T02668,C0428,High,In Progress,2025-03-23
T02669,C0153,High,Closed,2025-05-06
T02670,C0148,High,In Progress,2025-03-08
T02671,C0442,Medium,Closed,2025-04-23
T02672,C0266,Medium,In Progress,2025-06-14
T02673,C0445,Medium,In Progress,2025-05-28
T02674,C0367,Medium,In Progress,2025-02-27
T02675,C0317,Low,Open,2025-02-16
T02676,C0258,Low,Open,2025-06-07
T02677,C0325,Medium,Open,2025-03-20
T02678,C0008,High,Closed,2025-02-15
T02679,C0129,Low,Open,2025-04-12
T02680,C0287,Low,In Progress,2025-03-05
T02681,C0336,Low,Open,2025-03-31
T02682,C0176,High,Closed,2025-06-03
T02683,C0309,High,Closed,2025-03-18
T02684,C0035,Low,Closed,2025-05-24
T02685,C0453,High,Closed,2025-05-15
T02686,C0298,Medium,Closed,2025-01-23
T02687,C0195,High,In Progress,2025-05-18
T02688,C0426,High,In Progress,2025-01-14
T02689,C0014,Low,Closed,2025-06-10
T02690,C0347,High,In Progress,2025-02-21
T02691,C0311,Medium,Open,2025-03-29
T02692,C0311,High,In Progress,2025-06-30
T02693,C0208,Low,Closed,2025-01-15
T02694,C0334,Medium,Closed,2025-03-13
T02695,C0130,Medium,In Progress,2025-01-05
T02696,C0016,Medium,Closed,2025-06-13
T02697,C0481,Medium,Closed,2025-01-20
T02698,C0043,Low,Open,2025-02-16
T02699,C0039,High,In Progress,2025-06-28
T02700,C0283,Medium,Open,2025-03-24
T02701,C0298,Low,Open,2025-03-12
T02702,C0441,Medium,Open,2025-03-07
T02703,C0452,High,Closed,2025-05-23
T02704,C0312,Medium,Closed,2025-02-07
T02705,C0181,Medium,In Progress,2025-03-04
T02706,C0160,High,Open,2025-05-14
T02707,C0233,High,Open,2025-05-11
T02708,C0490,High,Closed,2025-03-09
T02709,C0482,High,In Progress,2025-02-06
T02710,C0371,Medium,Closed,2025-02-03
T02711,C0354,Low,In Progress,2025-02-12
T02712,C0436,Low,Open,2025-03-21
T02713,C0387,Low,In Progress,2025-02-24
T02714,C0105,Low,Open,2025-02-25
T02715,C0224,Low,Open,2025-05-14
T02716,C0500,High,Open,2025-04-23
T02717,C0455,Low,Closed,2025-06-18
T02718,C0033,Low,In Progress,2025-04-27
T02719,C0014,High,Open,2025-05-04
T02720,C0237,High,In Progress,2025-05-29
T02721,C0219,High,Closed,2025-03-24
T02722,C0317,Low,In Progress,2025-06-10
T02723,C0045,Medium,In Progress,2025-06-01
T02724,C0100,High,Closed,2025-01-06
T02725,C0464,High,In Progress,2025-05-13
T02726,C0081,Medium,In Progress,2025-03-04
T02727,C0302,Low,Open,2025-04-02
T02728,C0437,High,Open,2025-02-03
T02729,C0056,Low,Open,2025-03-25
T02730,C0100,Medium,In Progress,2025-01-25
T02731,C0004,Medium,In Progress,2025-01-17
T02732,C0142,High,Closed,2025-04-15
T02733,C0442,High,Closed,2025-04-03
T02734,C0314,High,Open,2025-01-01
T02735,C0052,Medium,In Progress,2025-01-12
T02736,C0330,Medium,Closed,2025-01-12
T02737,C0101,Medium,In Progress,2025-02-19
T02738,C0109,Medium,Closed,2025-03-24
T02739,C0487,Medium,In Progress,2025-05-09
T02740,C0397,Low,In Progress,2025-01-05
T02741,C0247,High,Open,2025-06-07
T02742,C0162,Medium,Closed,2025-03-12
T02743,C0167,Medium,Open,2025-03-10
T02744,C0092,High,Closed,2025-02-24
T02745,C0267,Low,Open,2025-01-24
T02746,C0322,Low,In Progress,2025-03-06
T02747,C0354,High,In Progress,2025-01-15
T02748,C0226,High,Closed,2025-04-21
T02749,C0341,Medium,In Progress,2025-02-22
T02750,C0498,Low,Closed,2025-03-09
T02751,C0053,High,In Progress,2025-03-19
T02752,C0471,Low,Open,2025-05-04
T02753,C0289,Medium,In Progress,2025-06-01
T02754,C0075,High,In Progress,2025-02-18
T02755,C0417,High,Open,2025-03-23
T02756,C0336,Medium,In Progress,2025-01-19
T02757,C0116,Low,Open,2025-02-05
T02758,C0289,High,In Progress,2025-02-01
T02759,C0477,Medium,Open,2025-06-06
T02760,C0444,High,Open,2025-05-15
T02761,C0437,High,In Progress,2025-04-06
T02762,C0194,High,In Progress,2025-01-22
T02763,C0250,Medium,Open,2025-06-28
T02764,C0463,Low,In Progress,2025-03-14
T02765,C0341,High,Open,2025-05-01
T02766,C0418,High,Closed,2025-01-11
T02767,C0433,Medium,In Progress,2025-03-01
T02768,C0452,Medium,Open,2025-01-02
T02769,C0344,High,Closed,2025-03-19
T02770,C0149,High,Closed,2025-02-10
T02771,C0267,High,In Progress,2025-06-15
T02772,C0104,High,In Progress,2025-04-16
T02773,C0112,High,In Progress,2025-01-15
T02774,C0072,Low,Closed,2025-03-13
T02775,C0164,Low,Open,2025-04-30
T02776,C0456,Low,Closed,2025-06-08
T02777,C0486,Medium,Closed,2025-06-28
T02778,C0241,Low,In Progress,2025-05-01
T02779,C0056,Low,Open,2025-04-21
T02780,C0097,Medium,Closed,2025-03-17
T02781,C0268,Medium,In Progress,2025-02-04
T02782,C0489,Low,Open,2025-04-16
T02783,C0097,High,Closed,2025-04-04
T02784,C0157,Low,Closed,2025-02-01
T02785,C0125,Medium,Closed,2025-05-12
T02786,C0201,Low,In Progress,2025-04-08
T02787,C0326,High,Closed,2025-02-04
T02788,C0272,Low,Open,2025-06-06
T02789,C0062,Medium,In Progress,2025-03-04
T02790,C0411,Medium,Open,2025-01-07
T02791,C0207,Low,Closed,2025-05-17
T02792,C0202,High,In Progress,2025-02-04
T02793,C0351,High,In Progress,2025-06-29
T02794,C0057,Medium,Open,2025-02-24
T02795,C0302,Low,Open,2025-01-15
T02796,C0160,High,Open,2025-04-06
T02797,C0486,Low,In Progress,2025-03-29
T02798,C0112,High,Open,2025-03-30
T02799,C0407,Low,Open,2025-02-09
T02800,C0425,Medium,Open,2025-06-08
T02801,C0268,High,Open,2025-05-04
T02802,C0003,Low,Closed,2025-05-01
T02803,C0183,Low,Closed,2025-03-06
T02804,C0492,Low,Closed,2025-06-13
T02805,C0203,Low,Closed,2025-04-25
T02806,C0491,Medium,Closed,2025-06-23
T02807,C0296,Low,Open,2025-06-12
T02808,C0198,High,In Progress,2025-04-05
T02809,C0355,Low,Open,2025-06-16
T02810,C0354,High,Closed,2025-02-11
T02811,C0208,Medium,Closed,2025-02-03
T02812,C0190,High,Closed,2025-06-02
T02813,C0102,Low,Closed,2025-03-24
T02814,C0231,High,Open,2025-04-18
T02815,C0016,Medium,In Progress,2025-04-16
T02816,C0158,Low,Closed,2025-01-18
T02817,C0091,Low,Closed,2025-01-23
T02818,C0102,Low,Open,2025-04-21
T02819,C0411,High,Open,2025-06-24
T02820,C0103,Low,In Progress,2025-02-23
T02821,C0369,Medium,Open,2025-05-14
T02822,C0392,Low,In Progress,2025-04-25
T02823,C0338,High,Open,2025-03-03
T02824,C0262,High,In Progress,2025-01-07
T02825,C0447,Low,Open,2025-06-23
T02826,C0153,Low,In Progress,2025-03-25
T02827,C0383,Medium,Open,2025-04-08
T02828,C0132,High,Closed,2025-02-26
T02829,C0158,Low,In Progress,2025-01-01
T02830,C0044,High,Open,2025-02-01
T02831,C0079,High,Closed,2025-03-01
T02832,C0145,High,Open,2025-04-19
T02833,C0119,Low,Closed,2025-06-23
T02834,C0242,High,Closed,2025-06-18
T02835,C0152,High,Open,2025-03-27
T02836,C0171,High,Open,2025-01-09
T02837,C0009,High,Closed,2025-03-20
T02838,C0396,Low,In Progress,2025-06-07
T02839,C0143,Medium,Open,2025-02-16
T02840,C0377,Medium,Closed,2025-01-02
T02841,C0191,Medium,Closed,2025-05-23
T02842,C0141,Medium,Closed,2025-02-22
T02843,C0343,High,In Progress,2025-06-10
T02844,C0196,Low,Open,2025-05-20
T02845,C0451,High,Closed,2025-06-29
T02846,C0456,Medium,Closed,2025-03-03
T02847,C0058,Low,Closed,2025-06-17
T02848,C0258,High,Open,2025-04-28
T02849,C0120,Medium,Open,2025-03-29
T02850,C0140,Medium,Open,2025-05-18
T02851,C0191,High,In Progress,2025-03-27
T02852,C0098,Low,In Progress,2025-04-28
T02853,C0320,Medium,Open,2025-03-15
T02854,C0397,High,Open,2025-05-27
T02855,C0099,Low,In Progress,2025-06-29
T02856,C0258,High,In Progress,2025-06-16
T02857,C0159,Medium,Closed,2025-03-24
T02858,C0259,High,In Progress,2025-05-01
T02859,C0037,Low,In Progress,2025-01-26
T02860,C0181,Medium,In Progress,2025-05-13
T02861,C0219,Medium,Open,2025-01-20
T02862,C0373,Medium,In Progress,2025-04-10
T02863,C0096,Low,Closed,2025-02-01
T02864,C0312,Medium,Closed,2025-03-08
T02865,C0498,High,Closed,2025-03-13
T02866,C0253,Medium,Closed,2025-04-02
T02867,C0112,High,Closed,2025-01-14
T02868,C0332,Low,Closed,2025-05-13
T02869,C0348,High,Closed,2025-02-09
T02870,C0355,High,Open,2025-05-27
T02871,C0172,Low,Closed,2025-04-06
T02872,C0067,Medium,In Progress,2025-02-06
T02873,C0158,High,Open,2025-03-04
T02874,C0203,Medium,Open,2025-06-15
T02875,C0494,Low,In Progress,2025-03-13
T02876,C0287,Low,Closed,2025-05-12
T02877,C0175,Medium,Open,2025-03-09
T02878,C0485,Medium,Open,2025-06-02
T02879,C0415,High,In Progress,2025-06-03
T02880,C0340,Medium,Closed,2025-06-26
T02881,C0446,Medium,Closed,2025-02-14
T02882,C0025,Medium,Open,2025-04-12
T02883,C0287,Low,Open,2025-04-16
T02884,C0050,Medium,Open,2025-01-09
T02885,C0086,High,Closed,2025-01-15
T02886,C0390,Medium,In Progress,2025-01-25
T02887,C0386,Low,In Progress,2025-06-14
T02888,C0322,Medium,Open,2025-01-21
T02889,C0443,High,Open,2025-02-28
T02890,C0014,Medium,In Progress,2025-06-03
T02891,C0416,Medium,In Progress,2025-03-15
T02892,C0323,Medium,Open,2025-05-08
T02893,C0198,Medium,Closed,2025-06-01
T02894,C0048,Low,Closed,2025-01-09
T02895,C0007,High,Open,2025-02-01
T02896,C0248,High,Open,2025-05-22
T02897,C0389,Low,Open,2025-06-14
T02898,C0062,High,In Progress,2025-06-21
T02899,C0332,Medium,Open,2025-04-25
T02900,C0441,High,In Progress,2025-06-21
T02901,C0028,Medium,In Progress,2025-04-15
T02902,C0423,High,In Progress,2025-03-16
T02903,C0381,Low,Open,2025-06-18
T02904,C0086,Low,In Progress,2025-04-22
T02905,C0213,Medium,Closed,2025-03-06
T02906,C0008,High,In Progress,2025-06-21
T02907,C0228,Low,Open,2025-02-09
T02908,C0373,Low,Closed,2025-04-10
T02909,C0210,Low,In Progress,2025-05-03
T02910,C0165,Medium,In Progress,2025-03-28
T02911,C0404,Medium,In Progress,2025-05-20
T02912,C0366,Medium,Open,2025-01-31
T02913,C0157,Medium,In Progress,2025-06-22
T02914,C0301,Low,In Progress,2025-02-24
T02915,C0062,Medium,Open,2025-02-19
T02916,C0186,Low,In Progress,2025-05-18
T02917,C0266,High,Open,2025-02-28
T02918,C0408,High,In Progress,2025-02-16
T02919,C0369,High,Open,2025-03-04
T02920,C0094,Low,Open,2025-06-17
T02921,C0108,Low,In Progress,2025-03-04
T02922,C0109,High,Open,2025-01-25
T02923,C0321,High,Closed,2025-02-18
T02924,C0305,Low,Closed,2025-02-18
T02925,C0001,Medium,Closed,2025-01-16
T02926,C0068,Medium,In Progress,2025-05-12
T02927,C0409,Low,In Progress,2025-01-05
T02928,C0152,Low,In Progress,2025-04-17
T02929,C0021,Medium,Open,2025-05-11
T02930,C0045,High,Open,2025-06-29
T02931,C0170,High,Closed,2025-01-13
T02932,C0305,Medium,Closed,2025-03-22
T02933,C0450,Medium,Closed,2025-03-15
T02934,C0105,Medium,Open,2025-06-16
T02935,C0009,Medium,Closed,2025-04-26
T02936,C0163,High,Open,2025-03-25
T02937,C0470,Medium,Closed,2025-05-15
T02938,C0131,Low,In Progress,2025-03-28
T02939,C0373,Medium,Closed,2025-01-25
T02940,C0060,Low,In Progress,2025-01-12
T02941,C0356,High,Open,2025-05-13
T02942,C0064,Medium,In Progress,2025-06-12
T02943,C0487,High,Closed,2025-05-29
T02944,C0262,Medium,Closed,2025-06-22
T02945,C0222,Medium,Closed,2025-04-26
T02946,C0056,Low,In Progress,2025-04-13
T02947,C0386,Medium,Open,2025-05-08
T02948,C0147,Medium,Closed,2025-02-07
T02949,C0388,Medium,Closed,2025-02-01
T02950,C0023,Medium,In Progress,2025-03-08
T02951,C0247,Medium,Closed,2025-03-04
T02952,C0106,Medium,Open,2025-03-18
T02953,C0032,High,Closed,2025-01-23
T02954,C0060,Medium,Open,2025-04-18
T02955,C0126,Low,Open,2025-06-24
T02956,C0348,Medium,Open,2025-05-08
T02957,C0042,High,Closed,2025-05-02
T02958,C0495,Medium,Open,2025-05-02
T02959,C0433,Medium,In Progress,2025-03-03
T02960,C0118,Medium,In Progress,2025-03-24
T02961,C0175,Low,In Progress,2025-06-27
T02962,C0282,Low,In Progress,2025-06-08
T02963,C0308,Medium,Closed,2025-04-09
T02964,C0044,High,In Progress,2025-01-20
T02965,C0306,Low,Open,2025-02-08
T02966,C0422,High,In Progress,2025-06-26
T02967,C0308,Medium,In Progress,2025-02-21
T02968,C0361,Low,In Progress,2025-01-28
T02969,C0180,High,Closed,2025-05-11
T02970,C0103,Medium,In Progress,2025-02-26
T02971,C0103,Low,In Progress,2025-06-11
T02972,C0371,Medium,In Progress,2025-01-08
T02973,C0169,Medium,In Progress,2025-04-15
T02974,C0383,Medium,Closed,2025-06-14
T02975,C0130,Medium,Open,2025-01-27
T02976,C0273,Medium,In Progress,2025-06-17
T02977,C0473,Low,Open,2025-04-10
T02978,C0494,Low,Closed,2025-05-05
T02979,C0186,High,Open,2025-06-07
T02980,C0223,Medium,Open,2025-01-31
T02981,C0496,Medium,Open,2025-03-10
T02982,C0140,Medium,In Progress,2025-04-24
T02983,C0038,High,Open,2025-05-28
T02984,C0253,Medium,In Progress,2025-06-14
T02985,C0030,Medium,Closed,2025-04-24
T02986,C0483,High,Open,2025-02-20
T02987,C0008,High,Open,2025-06-12
T02988,C0436,Low,In Progress,2025-05-15
T02989,C0061,High,Closed,2025-06-11
T02990,C0115,Medium,Closed,2025-01-22
T02991,C0364,Low,Closed,2025-05-08
T02992,C0009,Low,Open,2025-05-28
T02993,C0304,High,In Progress,2025-04-29
T02994,C0216,Medium,In Progress,2025-01-19
T02995,C0469,Low,Closed,2025-02-15
T02996,C0169,High,In Progress,2025-06-23
T02997,C0102,High,Open,2025-02-27
T02998,C0398,Low,Closed,2025-05-31
T02999,C0397,High,Open,2025-02-03
T03000,C0187,High,Open,2025-05-28
T03001,C0078,Medium,Closed,2025-06-04
T03002,C0010,High,Open,2025-05-16
T03003,C0421,Medium,Open,2025-05-08
T03004,C0213,Low,In Progress,2025-05-10
T03005,C0409,Low,Closed,2025-04-11
T03006,C0003,High,Closed,2025-02-12
T03007,C0459,Low,Closed,2025-06-19
T03008,C0442,Medium,Open,2025-05-21
T03009,C0094,High,Closed,2025-03-01
T03010,C0463,High,Open,2025-02-15
T03011,C0475,Medium,In Progress,2025-01-27
T03012,C0191,Medium,Closed,2025-01-12
T03013,C0357,High,Open,2025-02-15
T03014,C0199,Medium,Open,2025-02-27
T03015,C0341,Low,Closed,2025-05-28
T03016,C0360,Medium,Closed,2025-03-29
T03017,C0128,Low,In Progress,2025-04-20
T03018,C0499,Low,Closed,2025-04-12
T03019,C0303,Low,In Progress,2025-01-23
T03020,C0336,High,Closed,2025-02-15
T03021,C0014,High,Closed,2025-05-29
T03022,C0390,Low,Closed,2025-01-23
T03023,C0315,High,Closed,2025-04-05
T03024,C0141,Medium,Closed,2025-02-14
T03025,C0359,Low,Open,2025-05-27
T03026,C0010,Low,Open,2025-05-16
T03027,C0076,Low,Open,2025-05-31
T03028,C0343,High,Closed,2025-02-12
T03029,C0362,Low,In Progress,2025-05-20
T03030,C0245,Medium,In Progress,2025-01-27
T03031,C0154,Low,Closed,2025-04-23
T03032,C0225,High,In Progress,2025-04-05
T03033,C0280,High,Closed,2025-04-17
T03034,C0241,Medium,Closed,2025-05-20
T03035,C0331,High,In Progress,2025-02-07
T03036,C0286,Low,Closed,2025-04-30
T03037,C0228,Medium,Open,2025-01-18
T03038,C0230,High,In Progress,2025-05-25
T03039,C0243,High,Closed,2025-01-20
T03040,C0260,High,In Progress,2025-06-01
T03041,C0387,High,Closed,2025-06-20
T03042,C0078,Medium,Closed,2025-02-18
T03043,C0082,High,Open,2025-05-12
T03044,C0430,Medium,In Progress,2025-01-12
T03045,C0392,High,Open,2025-01-29
T03046,C0140,Low,In Progress,2025-04-27
T03047,C0188,High,Closed,2025-05-08
T03048,C0339,High,In Progress,2025-05-25
T03049,C0078,Medium,Closed,2025-03-31
T03050,C0146,High,Closed,2025-05-04
T03051,C0048,Low,Open,2025-03-28
T03052,C0480,Low,Closed,2025-05-05
T03053,C0274,High,In Progress,2025-04-09
T03054,C0286,Medium,Open,2025-01-07
T03055,C0008,High,In Progress,2025-01-29
T03056,C0478,Medium,Open,2025-03-25
T03057,C0224,Low,Open,2025-02-19
T03058,C0454,Medium,Open,2025-01-29
T03059,C0406,Low,In Progress,2025-04-24
T03060,C0205,Medium,Open,2025-06-09
T03061,C0021,Medium,In Progress,2025-06-15
T03062,C0305,Low,In Progress,2025-02-07
T03063,C0428,Medium,In Progress,2025-02-14
T03064,C0315,Medium,Closed,2025-04-12
T03065,C0050,Low,Open,2025-02-23
T03066,C0108,Low,Open,2025-04-03
T03067,C0472,Low,Closed,2025-02-24
T03068,C0497,Low,In Progress,2025-05-04
T03069,C0269,Low,Open,2025-06-11
T03070,C0401,Medium,In Progress,2025-06-25
T03071,C0053,High,Closed,2025-04-05
T03072,C0233,Medium,Open,2025-04-17
T03073,C0307,High,Open,2025-02-27
T03074,C0323,Medium,Open,2025-02-27
T03075,C0216,Low,Open,2025-04-22
T03076,C0410,Low,In Progress,2025-06-15
T03077,C0366,High,Closed,2025-02-01
T03078,C0425,High,Open,2025-01-24
T03079,C0174,Low,Closed,2025-03-27
T03080,C0330,Low,Closed,2025-05-07
T03081,C0292,Low,Closed,2025-04-08
T03082,C0020,Low,In Progress,2025-02-24
T03083,C0115,High,In Progress,2025-03-09
T03084,C0106,Medium,In Progress,2025-03-22
T03085,C0181,High,In Progress,2025-05-17
T03086,C0174,Low,Open,2025-04-11
T03087,C0220,High,Closed,2025-01-03
T03088,C0251,High,Closed,2025-06-04
T03089,C0324,Medium,Open,2025-03-01
T03090,C0394,Low,In Progress,2025-02-14
T03091,C0306,High,Closed,2025-04-23
T03092,C0416,High,In Progress,2025-06-28
T03093,C0158,High,Open,2025-01-17
T03094,C0263,Low,Open,2025-05-10
T03095,C0335,Low,Closed,2025-05-13
T03096,C0068,Medium,Open,2025-06-05
T03097,C0353,Medium,Closed,2025-06-15
T03098,C0346,High,In Progress,2025-04-18
T03099,C0012,Low,In Progress,2025-03-11
T03100,C0220,High,Open,2025-02-13
T03101,C0398,Medium,In Progress,2025-02-21
T03102,C0322,Low,In Progress,2025-04-15
T03103,C0121,High,Closed,2025-02-10
T03104,C0024,Low,Open,2025-05-26
T03105,C0246,High,Open,2025-06-14
T03106,C0121,High,Closed,2025-05-03
T03107,C0166,Low,Open,2025-02-23
T03108,C0027,High,In Progress,2025-01-01
T03109,C0428,Low,In Progress,2025-05-18
T03110,C0011,Medium,Closed,2025-01-16
T03111,C0491,High,Closed,2025-02-13
T03112,C0170,Low,In Progress,2025-02-06
T03113,C0190,High,Closed,2025-04-09
T03114,C0458,Low,In Progress,2025-05-24
T03115,C0158,High,In Progress,2025-04-11
T03116,C0411,High,In Progress,2025-03-19
T03117,C0339,Medium,Open,2025-05-10
T03118,C0040,Medium,In Progress,2025-01-11
T03119,C0163,Medium,In Progress,2025-05-03
T03120,C0228,Medium,Closed,2025-01-29
T03121,C0247,Medium,Closed,2025-06-29
T03122,C0062,Low,Closed,2025-03-25
T03123,C0048,Low,Open,2025-01-09
T03124,C0477,Medium,Open,2025-05-22
T03125,C0401,High,Open,2025-05-24
T03126,C0065,High,Open,2025-05-25
T03127,C0220,High,Closed,2025-02-01
T03128,C0071,High,In Progress,2025-06-09
T03129,C0433,Low,In Progress,2025-01-22
T03130,C0092,Medium,In Progress,2025-05-04
T03131,C0484,Low,In Progress,2025-01-12
T03132,C0063,Low,Closed,2025-02-19
T03133,C0110,Medium,Open,2025-05-27
T03134,C0445,Medium,Open,2025-03-27
T03135,C0379,High,Closed,2025-02-21
T03136,C0051,High,Closed,2025-06-18
T03137,C0361,Medium,Closed,2025-02-14
T03138,C0417,High,Open,2025-01-02
T03139,C0300,High,Closed,2025-04-21
T03140,C0445,High,In Progress,2025-02-09
T03141,C0387,High,Open,2025-03-10
T03142,C0189,Low,Open,2025-03-12
T03143,C0109,High,Closed,2025-01-19
